#Prestal File V0.0.1	2025-3-6_14-27-53_17272
#Generate by ../../../JHS_ana_v05/JHS_ana/testdata/20250226091806_baseline_entry.root
#fecid channelid mean sigma chi2/ndf
# 7.81896 1105 4 81
# 7.8229 1596 6 60
# 7.82642 1093 4 69
# 7.84924 1541 6 5
# 7.85529 2424 9 120
# 7.86109 1385 5 105
# 7.87587 1864 7 72
# 7.8779 563 2 51
# 7.89436 1376 5 96
# 7.89638 2091 8 43
# 7.89792 1404 5 124
# 7.91231 1333 5 53
# 7.92031 1294 5 14
# 7.92232 1348 5 68
# 7.92288 1341 5 61
# 7.93272 311 1 55
# 7.93551 1863 7 71
# 7.93827 271 1 15
# 7.93844 1025 4 1
# 7.94549 1293 5 13
# 7.96731 817 3 49
# 7.96813 1798 7 6
# 7.96831 827 3 59
# 7.99828 610 2 98
# 7.99956 51 0 51
# 8.0003 1352 5 72
# 8.0283 1284 5 4
# 8.04018 1067 4 43
# 8.04459 636 2 124
# 8.055 1540 6 4
# 8.06654 1604 6 68
# 8.06812 2103 8 55
# 8.08116 273 1 17
# 8.09493 554 2 42
# 8.10685 825 3 57
# 8.11786 1346 5 66
# 8.12369 1381 5 101
# 8.1337 1133 4 109
# 8.14455 2106 8 58
# 8.16881 1126 4 102
# 8.17201 288 1 32
# 8.19008 828 3 60
# 8.19849 2384 9 80
# 8.20038 267 1 11
# 8.20098 627 2 115
# 8.20127 1310 5 30
# 8.20363 1144 4 120
# 8.20913 2081 8 33
# 8.21313 50 0 50
# 8.21761 1150 4 126
# 8.21856 631 2 119
# 8.22596 2093 8 45
# 8.22744 616 2 104
# 8.22926 2058 8 10
# 8.22973 819 3 51
# 8.2365 1137 4 113
# 8.24388 265 1 9
# 8.25344 632 2 120
# 8.26438 1309 5 29
# 8.26685 1601 6 65
# 8.26827 1374 5 94
# 8.27102 1114 4 90
# 8.27273 380 1 124
# 8.28347 60 0 60
# 8.28542 2080 8 32
# 8.28634 624 2 112
# 8.2935 275 1 19
# 8.30457 1650 6 114
# 8.30786 1629 6 93
# 8.30974 555 2 43
# 8.32451 545 2 33
# 8.34291 638 2 126
# 8.34511 1080 4 56
# 8.35576 1603 6 67
# 8.35753 1661 6 125
# 8.35998 57 0 57
# 8.36647 1300 5 20
# 8.37001 2353 9 49
# 8.37255 546 2 34
# 8.37421 1622 6 86
# 8.3782 1542 6 6
# 8.38431 1135 4 111
# 8.38929 1298 5 18
# 8.39114 1296 5 16
# 8.40751 2057 8 9
# 8.41168 270 1 14
# 8.41711 2089 8 41
# 8.42049 2135 8 87
# 8.42282 566 2 54
# 8.4354 1649 6 113
# 8.46489 375 1 119
# 8.46489 1132 4 108
# 8.47105 536 2 24
# 8.47877 1369 5 89
# 8.49253 1642 6 106
# 8.49286 1291 5 11
# 8.49816 1633 6 97
# 8.50998 562 2 50
# 8.51054 2320 9 16
# 8.53339 2083 8 35
# 8.53571 1608 6 72
# 8.54214 1026 4 2
# 8.54266 1617 6 81
# 8.54314 572 2 60
# 8.54845 1378 5 98
# 8.55216 823 3 55
# 8.556 112 0 112
# 8.55808 287 1 31
# 8.56405 1303 5 23
# 8.5728 1657 6 121
# 8.57314 1305 5 25
# 8.57512 2094 8 46
# 8.58739 2068 8 20
# 8.59497 1647 6 111
# 8.59523 1405 5 125
# 8.61011 2073 8 25
# 8.61259 1292 5 12
# 8.61641 629 2 117
# 8.61855 1136 4 112
# 8.61935 1654 6 118
# 8.62505 1311 5 31
# 8.6277 1799 7 7
# 8.62862 276 1 20
# 8.63908 612 2 100
# 8.64067 1024 4 0
# 8.64334 1079 4 55
# 8.64876 567 2 55
# 8.65568 1289 5 9
# 8.65719 1115 4 91
# 8.66719 1116 4 92
# 8.69252 550 2 38
# 8.69302 1889 7 97
# 8.7012 1302 5 22
# 8.70424 1368 5 88
# 8.70627 1301 5 21
# 8.71007 1885 7 93
# 8.71138 1110 4 86
# 8.71228 565 2 53
# 8.71541 1393 5 113
# 8.71616 553 2 41
# 8.71786 1645 6 109
# 8.72643 831 3 63
# 8.73378 1635 6 99
# 8.73635 1027 4 3
# 8.74319 634 2 122
# 8.74825 1325 5 45
# 8.7531 564 2 52
# 8.75356 2102 8 54
# 8.75816 622 2 110
# 8.7608 1853 7 61
# 8.76081 1390 5 110
# 8.77706 2429 9 125
# 8.77743 1643 6 107
# 8.78249 373 1 117
# 8.78273 2096 8 48
# 8.78294 371 1 115
# 8.785 617 2 105
# 8.78977 285 1 29
# 8.79072 42 0 42
# 8.79669 2111 8 63
# 8.80996 278 1 22
# 8.81576 2065 8 17
# 8.81985 1119 4 95
# 8.8224 1644 6 108
# 8.82342 1131 4 107
# 8.8313 1350 5 70
# 8.83604 1287 5 7
# 8.84114 268 1 12
# 8.84173 559 2 47
# 8.84267 1384 5 104
# 8.84282 1380 5 100
# 8.84295 1615 6 79
# 8.85579 2100 8 52
# 8.86485 2087 8 39
# 8.87425 2085 8 37
# 8.88046 2086 8 38
# 8.88299 1360 5 80
# 8.886 2092 8 44
# 8.8923 538 2 26
# 8.89278 1145 4 121
# 8.89441 1663 6 127
# 8.8983 258 1 2
# 8.90867 1092 4 68
# 8.91938 811 3 43
# 8.91959 1610 6 74
# 8.92172 1399 5 119
# 8.92422 570 2 58
# 8.92817 560 2 48
# 8.93021 1286 5 6
# 8.95974 1619 6 83
# 8.96389 2072 8 24
# 8.97474 1394 5 114
# 8.98547 62 0 62
# 8.98647 1627 6 91
# 8.98841 1626 6 90
# 8.99122 1397 5 117
# 8.99526 1652 6 116
# 9.00027 1857 7 65
# 9.00641 2082 8 34
# 9.01043 544 2 32
# 9.01214 533 2 21
# 9.02192 1149 4 125
# 9.02502 1917 7 125
# 9.02853 1299 5 19
# 9.04119 2098 8 50
# 9.04714 1307 5 27
# 9.04801 1297 5 17
# 9.04893 2077 8 29
# 9.05413 1362 5 82
# 9.06057 1612 6 76
# 9.0643 1028 4 4
# 9.07223 1878 7 86
# 9.07263 1913 7 121
# 9.07409 557 2 45
# 9.07531 1659 6 123
# 9.0759 299 1 43
# 9.07624 1607 6 71
# 9.08306 1866 7 74
# 9.09236 1401 5 121
# 9.09479 2090 8 42
# 9.09707 2367 9 63
# 9.10778 1906 7 114
# 9.10947 1905 7 113
# 9.11164 826 3 58
# 9.12071 1873 7 81
# 9.12437 1138 4 114
# 9.13129 2311 9 7
# 9.13755 558 2 46
# 9.13771 43 0 43
# 9.14468 2075 8 27
# 9.15983 1903 7 111
# 9.16028 1353 5 73
# 9.16058 1891 7 99
# 9.161 1358 5 78
# 9.17025 2076 8 28
# 9.18056 1077 4 53
# 9.18312 1859 7 67
# 9.18507 1290 5 10
# 9.20383 1898 7 106
# 9.20735 2061 8 13
# 9.21379 2363 9 59
# 9.22427 1901 7 109
# 9.23707 1317 5 37
# 9.24211 1383 5 103
# 9.24261 1359 5 79
# 9.25533 1086 4 62
# 9.25944 1373 5 93
# 9.2665 1628 6 92
# 9.27501 56 0 56
# 9.27618 1351 5 71
# 9.28153 2079 8 31
# 9.28247 1319 5 39
# 9.29194 302 1 46
# 9.30447 548 2 36
# 9.31783 633 2 121
# 9.32913 2122 8 74
# 9.33759 1638 6 102
# 9.33899 2323 9 19
# 9.34607 2084 8 36
# 9.3467 1367 5 87
# 9.36462 2056 8 8
# 9.36517 1064 4 40
# 9.37599 259 1 3
# 9.37949 308 1 52
# 9.37957 2088 8 40
# 9.38542 1631 6 95
# 9.38659 350 1 94
# 9.38902 1606 6 70
# 9.40704 1107 4 83
# 9.42489 2425 9 121
# 9.42605 2110 8 62
# 9.452 626 2 114
# 9.45279 821 3 53
# 9.4528 1407 5 127
# 9.4584 1882 7 90
# 9.46766 824 3 56
# 9.46846 1386 5 106
# 9.47274 1398 5 118
# 9.48652 264 1 8
# 9.48707 2361 9 57
# 9.49497 266 1 10
# 9.4989 1613 6 77
# 9.49919 2364 9 60
# 9.50397 1147 4 123
# 9.50778 1915 7 123
# 9.50868 2351 9 47
# 9.51451 600 2 88
# 9.51902 813 3 45
# 9.52876 609 2 97
# 9.53677 2060 8 12
# 9.55393 2067 8 19
# 9.55462 625 2 113
# 9.56414 290 1 34
# 9.567 300 1 44
# 9.56744 615 2 103
# 9.5806 336 1 80
# 9.58727 1900 7 108
# 9.59479 1910 7 118
# 9.61042 2324 9 20
# 9.61458 1884 7 92
# 9.62457 637 2 125
# 9.64326 1875 7 83
# 9.65519 1082 4 58
# 9.67426 1365 5 85
# 9.67455 361 1 105
# 9.68016 2078 8 30
# 9.68238 63 0 63
# 9.69117 55 0 55
# 9.69267 1899 7 107
# 9.70017 1085 4 61
# 9.70719 1361 5 81
# 9.70794 1395 5 115
# 9.71909 1098 4 74
# 9.72438 256 1 0
# 9.73969 635 2 123
# 9.75911 2328 9 24
# 9.77078 1396 5 116
# 9.77224 54 0 54
# 9.78172 1288 5 8
# 9.78182 575 2 63
# 9.78285 592 2 80
# 9.78639 1871 7 79
# 9.80073 1887 7 95
# 9.80691 296 1 40
# 9.81327 1321 5 41
# 9.83043 1883 7 91
# 9.83791 2347 9 43
# 9.85208 360 1 104
# 9.85948 2332 9 28
# 9.88959 370 1 114
# 9.89165 1148 4 124
# 9.89313 2355 9 51
# 9.90734 2338 9 34
# 9.90983 1919 7 127
# 9.91691 618 2 106
# 9.93245 1356 5 76
# 9.93626 52 0 52
# 9.95104 2064 8 16
# 9.96393 2074 8 26
# 10.0145 1370 5 90
# 10.0285 345 1 89
# 10.0442 272 1 16
# 10.0598 540 2 28
# 10.0651 569 2 57
# 10.0662 611 2 99
# 10.0707 1030 4 6
# 10.0778 800 3 32
# 10.0961 383 1 127
# 10.1053 556 2 44
# 10.1085 1364 5 84
# 10.1149 1862 7 70
# 10.1155 830 3 62
# 10.1244 338 1 82
# 10.1255 818 3 50
# 10.1289 2104 8 56
# 10.1367 2343 9 39
# 10.1405 1130 4 106
# 10.1444 1894 7 102
# 10.1595 1313 5 33
# 10.1654 594 2 82
# 10.1683 307 1 51
# 10.1717 363 1 107
# 10.1886 1366 5 86
# 10.1899 46 0 46
# 10.1914 1095 4 71
# 10.1969 1354 5 74
# 10.203 1372 5 92
# 10.2057 113 0 113
# 10.2136 2379 9 75
# 10.2155 1068 4 44
# 10.2388 1908 7 116
# 10.2425 2342 9 38
# 10.2437 822 3 54
# 10.2668 880 3 112
# 10.2669 1869 7 77
# 10.2723 2357 9 53
# 10.2814 2349 9 45
# 10.2865 820 3 52
# 10.288 639 2 127
# 10.2917 2335 9 31
# 10.293 2371 9 67
# 10.293 2128 8 80
# 10.2981 2339 9 35
# 10.3096 122 0 122
# 10.3121 2130 8 82
# 10.3259 621 2 109
# 10.3306 1357 5 77
# 10.3334 814 3 46
# 10.3417 815 3 47
# 10.3447 2334 9 30
# 10.3468 801 3 33
# 10.3553 2333 9 29
# 10.3688 366 1 110
# 10.3697 1151 4 127
# 10.3735 61 0 61
# 10.395 374 1 118
# 10.3977 810 3 42
# 10.4012 890 3 122
# 10.4139 816 3 48
# 10.4155 2322 9 18
# 10.4264 552 2 40
# 10.4324 362 1 106
# 10.4347 2134 8 86
# 10.4491 2359 9 55
# 10.4551 623 2 111
# 10.4569 1143 4 119
# 10.4601 1403 5 123
# 10.481 803 3 35
# 10.4896 619 2 107
# 10.4921 2336 9 32
# 10.4924 1315 5 35
# 10.5024 53 0 53
# 10.504 620 2 108
# 10.5096 812 3 44
# 10.5311 47 0 47
# 10.538 2337 9 33
# 10.5428 2309 9 5
# 10.544 1868 7 76
# 10.5576 2340 9 36
# 10.565 2132 8 84
# 10.5706 894 3 126
# 10.5865 126 0 126
# 10.6001 260 1 4
# 10.6071 568 2 56
# 10.6247 320 1 64
# 10.6331 1089 4 65
# 10.6394 1363 5 83
# 10.6521 630 2 118
# 10.6561 2115 8 67
# 10.6636 628 2 116
# 10.689 124 0 124
# 10.7168 792 3 24
# 10.7208 1078 4 54
# 10.7313 1355 5 75
# 10.7811 274 1 18
# 10.7948 1375 5 95
# 10.8 1096 4 72
# 10.8033 2066 8 18
# 10.8115 2112 8 64
# 10.8195 888 3 120
# 10.8219 2330 9 26
# 10.8282 2053 8 5
# 10.8613 1371 5 91
# 10.8773 802 3 34
# 10.8992 806 3 38
# 10.916 372 1 116
# 10.9184 1139 4 115
# 10.9257 2329 9 25
# 10.9282 1070 4 46
# 10.9329 2113 8 65
# 10.9525 2341 9 37
# 10.9746 365 1 109
# 10.9765 1389 5 109
# 10.98 1141 4 117
# 10.9853 809 3 41
# 10.9864 1076 4 52
# 10.988 2374 9 70
# 11.0057 1382 5 102
# 11.0332 344 1 88
# 11.0897 1091 4 67
# 11.0958 796 3 28
# 11.101 1379 5 99
# 11.1075 808 3 40
# 11.1183 120 0 120
# 11.1515 2116 8 68
# 11.2031 893 3 125
# 11.2104 2366 9 62
# 11.2144 881 3 113
# 11.2178 541 2 29
# 11.218 2345 9 41
# 11.2224 1597 6 61
# 11.2525 892 3 124
# 11.2709 1066 4 42
# 11.2807 807 3 39
# 11.281 329 1 73
# 11.2891 357 1 101
# 11.321 121 0 121
# 11.3228 2331 9 27
# 11.3232 889 3 121
# 11.3304 343 1 87
# 11.3359 804 3 36
# 11.344 574 2 62
# 11.3479 1377 5 97
# 11.3492 341 1 85
# 11.3669 2427 9 123
# 11.3778 2133 8 85
# 11.3941 45 0 45
# 11.4035 286 1 30
# 11.4224 315 1 59
# 11.4386 114 0 114
# 11.4677 44 0 44
# 11.502 1391 5 111
# 11.5037 2365 9 61
# 11.5104 1072 4 48
# 11.5202 1142 4 118
# 11.5213 305 1 49
# 11.5244 2350 9 46
# 11.5426 2142 8 94
# 11.5525 805 3 37
# 11.56 2360 9 56
# 11.562 125 0 125
# 11.5819 119 0 119
# 11.5823 1074 4 50
# 11.6229 257 1 1
# 11.6471 2352 9 48
# 11.6695 532 2 20
# 11.6779 261 1 5
# 11.6951 605 2 93
# 11.7122 1094 4 70
# 11.7325 2348 9 44
# 11.7388 829 3 61
# 11.7456 787 3 19
# 11.7559 353 1 97
# 11.7579 2344 9 40
# 11.8194 614 2 102
# 11.8215 2055 8 7
# 11.8233 797 3 29
# 11.8413 793 3 25
# 11.8523 340 1 84
# 11.9058 1611 6 75
# 11.9256 2346 9 42
# 11.9369 529 2 17
# 11.9475 1387 5 107
# 11.9508 573 2 61
# 11.9602 2396 9 92
# 11.9701 291 1 35
# 11.9798 2149 8 101
# 11.9906 1825 7 33
# 11.9918 2398 9 94
# 11.9954 2121 8 73
# 12.0328 2051 8 3
# 12.0363 785 3 17
# 12.0541 795 3 27
# 12.0734 2416 9 112
# 12.0764 1140 4 116
# 12.0818 2362 9 58
# 12.09 885 3 117
# 12.1104 891 3 123
# 12.1412 799 3 31
# 12.1509 2144 8 96
# 12.1588 2354 9 50
# 12.1949 2160 8 112
# 12.2074 2054 8 6
# 12.2149 1101 4 77
# 12.2252 603 2 91
# 12.2336 2141 8 93
# 12.256 2417 9 113
# 12.2858 117 0 117
# 12.2996 2052 8 4
# 12.3016 595 2 83
# 12.3038 602 2 90
# 12.3144 798 3 30
# 12.3252 883 3 115
# 12.3357 887 3 119
# 12.3434 325 1 69
# 12.3543 2062 8 14
# 12.3614 2129 8 81
# 12.3727 262 1 6
# 12.3863 2063 8 15
# 12.4097 2145 8 97
# 12.4124 794 3 26
# 12.4135 2375 9 71
# 12.4178 2048 8 0
# 12.426 33 0 33
# 12.4371 2305 9 1
# 12.4435 41 0 41
# 12.45 349 1 93
# 12.4875 2118 8 70
# 12.4884 1388 5 108
# 12.4887 115 0 115
# 12.5059 2405 9 101
# 12.515 32 0 32
# 12.5312 2325 9 21
# 12.5442 123 0 123
# 12.5463 2137 8 89
# 12.5496 2125 8 77
# 12.5512 2356 9 52
# 12.5703 601 2 89
# 12.5708 2138 8 90
# 12.5735 334 1 78
# 12.584 2049 8 1
# 12.5872 2159 8 111
# 12.601 310 1 54
# 12.6085 322 1 66
# 12.6172 873 3 105
# 12.6331 368 1 112
# 12.6428 2161 8 113
# 12.6956 2402 9 98
# 12.7068 2119 8 71
# 12.7729 2358 9 54
# 12.8046 882 3 114
# 12.8288 2153 8 105
# 12.8321 127 0 127
# 12.854 40 0 40
# 12.8603 367 1 111
# 12.8823 105 0 105
# 12.9096 2400 9 96
# 12.9097 2423 9 119
# 12.9332 1103 4 79
# 12.9616 364 1 108
# 12.9747 2131 8 83
# 13.0177 118 0 118
# 13.0363 312 1 56
# 13.0771 2154 8 106
# 13.1104 359 1 103
# 13.142 869 3 101
# 13.1533 2385 9 81
# 13.1679 2156 8 108
# 13.1747 284 1 28
# 13.193 2109 8 61
# 13.2041 2117 8 69
# 13.2693 35 0 35
# 13.2741 2172 8 124
# 13.2831 2393 9 89
# 13.2844 789 3 21
# 13.2951 2399 9 95
# 13.2991 864 3 96
# 13.2999 2140 8 92
# 13.3238 2146 8 98
# 13.411 2155 8 107
# 13.412 862 3 94
# 13.4259 2108 8 60
# 13.4385 784 3 16
# 13.4632 2418 9 114
# 13.5132 866 3 98
# 13.551 1867 7 75
# 13.5678 2147 8 99
# 13.6059 2174 8 126
# 13.6142 106 0 106
# 13.6244 313 1 57
# 13.6338 2148 8 100
# 13.6357 2162 8 114
# 13.6429 39 0 39
# 13.6442 2136 8 88
# 13.6587 2166 8 118
# 13.6666 607 2 95
# 13.7014 3 0 3
# 13.7192 786 3 18
# 13.7636 2428 9 124
# 13.7809 2143 8 95
# 13.7877 1100 4 76
# 13.8002 878 3 110
# 13.8329 2173 8 125
# 13.8359 2404 9 100
# 13.9109 2409 9 105
# 13.9311 2408 9 104
# 13.9431 2167 8 119
# 13.9548 2 0 2
# 13.9567 98 0 98
# 14.0048 34 0 34
# 14.0179 2151 8 103
# 14.0214 2419 9 115
# 14.0281 15 0 15
# 14.0479 38 0 38
# 14.09 2397 9 93
# 14.1035 101 0 101
# 14.106 116 0 116
# 14.1179 0 0 0
# 14.1192 110 0 110
# 14.1194 769 3 1
# 14.1693 2157 8 109
# 14.1809 263 1 7
# 14.2625 314 1 58
# 14.2957 868 3 100
# 14.3136 895 3 127
# 14.3296 2169 8 121
# 14.3316 771 3 3
# 14.3451 2421 9 117
# 14.3585 337 1 81
# 14.4099 2392 9 88
# 14.4267 318 1 62
# 14.4272 324 1 68
# 14.4323 2376 9 72
# 14.4947 2372 9 68
# 14.5211 14 0 14
# 14.5482 2139 8 91
# 14.5534 342 1 86
# 14.5535 2152 8 104
# 14.5739 597 2 85
# 14.5978 352 1 96
# 14.5983 2163 8 115
# 14.6119 2422 9 118
# 14.6311 2170 8 122
# 14.6682 109 0 109
# 14.6723 1345 5 65
# 14.6831 294 1 38
# 14.6866 535 2 23
# 14.6966 298 1 42
# 14.7419 37 0 37
# 14.7577 773 3 5
# 14.7651 2158 8 110
# 14.7655 832 3 64
# 14.7862 872 3 104
# 14.787 2150 8 102
# 14.8646 2414 9 110
# 14.8721 2369 9 65
# 14.8819 346 1 90
# 14.9014 886 3 118
# 14.9024 2415 9 111
# 14.9332 2165 8 117
# 14.9388 768 3 0
# 14.9418 104 0 104
# 14.9855 111 0 111
# 15.0548 12 0 12
# 15.0817 1 0 1
# 15.1245 24 0 24
# 15.1284 2175 8 127
# 15.1764 2410 9 106
# 15.1837 587 2 75
# 15.2229 13 0 13
# 15.2316 2164 8 116
# 15.2422 2120 8 72
# 15.2472 604 2 92
# 15.2546 2050 8 2
# 15.3249 2407 9 103
# 15.3385 2431 9 127
# 15.3588 2401 9 97
# 15.395 4 0 4
# 15.4692 11 0 11
# 15.496 369 1 113
# 15.5266 27 0 27
# 15.5526 339 1 83
# 15.5571 64 0 64
# 15.623 36 0 36
# 15.6358 884 3 116
# 15.6809 519 2 7
# 15.7002 5 0 5
# 15.7198 528 2 16
# 15.7289 531 2 19
# 15.7578 2168 8 120
# 15.7774 96 0 96
# 15.7789 874 3 106
# 15.8023 530 2 18
# 15.8035 772 3 4
# 15.8205 836 3 68
# 15.9071 348 1 92
# 15.9208 871 3 103
# 15.9376 25 0 25
# 15.9389 2412 9 108
# 15.9543 582 2 70
# 15.9754 513 2 1
# 15.9853 327 1 71
# 15.9954 26 0 26
# 16.0067 770 3 2
# 16.0147 97 0 97
# 16.0819 598 2 86
# 16.0865 606 2 94
# 16.1226 857 3 89
# 16.1565 108 0 108
# 16.1854 775 3 7
# 16.2306 2394 9 90
# 16.2338 107 0 107
# 16.2647 2171 8 123
# 16.2772 23 0 23
# 16.2908 2420 9 116
# 16.292 2413 9 109
# 16.3279 542 2 30
# 16.3626 319 1 63
# 16.3874 856 3 88
# 16.4848 21 0 21
# 16.4907 321 1 65
# 16.5599 281 1 25
# 16.5709 29 0 29
# 16.5796 28 0 28
# 16.5814 9 0 9
# 16.7351 2411 9 107
# 16.7859 347 1 91
# 16.8161 579 2 67
# 16.8377 2403 9 99
# 16.9826 351 1 95
# 17.2071 879 3 111
# 17.2296 839 3 71
# 17.2467 330 1 74
# 17.2502 7 0 7
# 17.3084 6 0 6
# 17.3785 8 0 8
# 17.383 774 3 6
# 17.4593 304 1 48
# 17.4668 306 1 50
# 17.4927 877 3 109
# 17.5089 865 3 97
# 17.5753 10 0 10
# 17.5987 517 2 5
# 17.6001 73 0 73
# 17.6885 2310 9 6
# 17.6996 593 2 81
# 17.7111 543 2 31
# 17.722 292 1 36
# 17.727 2127 8 79
# 17.7727 848 3 80
# 17.8223 2406 9 102
# 17.8941 87 0 87
# 17.9066 31 0 31
# 17.9175 68 0 68
# 17.9292 356 1 100
# 17.9337 2395 9 91
# 17.9378 788 3 20
# 18.0761 20 0 20
# 18.0831 861 3 93
# 18.0855 876 3 108
# 18.1111 22 0 22
# 18.1281 100 0 100
# 18.1356 75 0 75
# 18.1863 30 0 30
# 18.1949 335 1 79
# 18.2344 2386 9 82
# 18.2458 295 1 39
# 18.2596 843 3 75
# 18.2695 332 1 76
# 18.2749 834 3 66
# 18.316 781 3 13
# 18.3341 72 0 72
# 18.3839 328 1 72
# 18.391 358 1 102
# 18.3928 355 1 99
# 18.3937 69 0 69
# 18.4116 515 2 3
# 18.4435 2126 8 78
# 18.5038 71 0 71
# 18.504 875 3 107
# 18.5589 2123 8 75
# 18.5898 89 0 89
# 18.5907 534 2 22
# 18.6802 837 3 69
# 18.6811 17 0 17
# 18.701 66 0 66
# 18.7012 2114 8 66
# 18.7046 16 0 16
# 18.7414 65 0 65
# 18.7653 103 0 103
# 18.79 88 0 88
# 18.7958 94 0 94
# 18.7967 93 0 93
# 18.8412 782 3 14
# 18.8901 2368 9 64
# 18.995 99 0 99
# 19.0801 80 0 80
# 19.1087 583 2 71
# 19.1104 2308 9 4
# 19.2982 2124 8 76
# 19.3017 2307 9 3
# 19.3984 18 0 18
# 19.7283 19 0 19
# 19.8143 293 1 37
# 19.8484 85 0 85
# 20.0685 323 1 67
# 20.0861 580 2 68
# 20.189 90 0 90
# 20.2044 354 1 98
# 20.2223 102 0 102
# 20.2976 82 0 82
# 20.2979 867 3 99
# 20.3666 78 0 78
# 20.4048 84 0 84
# 20.4638 849 3 81
# 20.5058 282 1 26
# 20.527 846 3 78
# 20.5378 858 3 90
# 20.5448 86 0 86
# 20.7069 67 0 67
# 20.8142 841 3 73
# 20.8212 91 0 91
# 20.8294 79 0 79
# 20.8345 333 1 77
# 20.8584 840 3 72
# 21.0361 331 1 75
# 21.2543 2383 9 79
# 21.2642 584 2 72
# 21.4182 81 0 81
# 21.4443 76 0 76
# 21.7673 833 3 65
# 21.8337 577 2 65
# 21.8591 83 0 83
# 21.8776 283 1 27
# 22.1364 2373 9 69
# 22.4316 70 0 70
# 22.4588 74 0 74
# 22.4896 576 2 64
# 22.635 859 3 91
# 22.6486 92 0 92
# 22.6973 326 1 70
# 22.8061 860 3 92
# 22.8867 280 1 24
# 23.126 316 1 60
# 23.1315 77 0 77
# 23.2877 870 3 102
# 23.3296 835 3 67
# 23.3857 2387 9 83
# 23.5876 516 2 4
# 23.8383 518 2 6
# 23.9822 780 3 12
# 23.9995 512 2 0
# 24.1149 2304 9 0
# 24.349 317 1 61
# 24.371 95 0 95
# 24.4474 838 3 70
# 24.6364 523 2 11
# 25.0161 855 3 87
# 25.0714 581 2 69
# 25.1742 514 2 2
# 25.7379 851 3 83
# 25.7696 578 2 66
# 25.8939 596 2 84
# 26.0944 591 2 79
# 26.5399 777 3 9
# 26.7015 863 3 95
# 26.9307 847 3 79
# 27.1471 527 2 15
# 27.6718 525 2 13
# 28.2647 2370 9 66
# 28.5003 585 2 73
# 28.6473 776 3 8
# 28.654 844 3 76
# 28.7307 590 2 78
# 28.9905 382 1 126
# 28.997 381 1 125
# 29.3239 778 3 10
# 29.5313 588 2 76
# 30.0741 850 3 82
# 30.1989 521 2 9
# 30.603 524 2 12
# 30.6977 790 3 22
# 30.7867 526 2 14
# 31.2398 842 3 74
# 31.527 2380 9 76
# 31.5467 845 3 77
# 31.6334 522 2 10
# 33.1183 2306 9 2
# 33.211 377 1 121
# 34.1791 852 3 84
# 34.2286 589 2 77
# 34.2359 586 2 74
# 34.6232 599 2 87
# 35.2681 2382 9 78
# 36.7435 791 3 23
# 36.7604 378 1 122
# 36.8107 853 3 85
# 37.5292 520 2 8
# 38.6067 379 1 123
# 40.0779 2389 9 85
# 41.2658 2381 9 77
# 41.4546 2319 9 15
# 44.7232 376 1 120
# 46.2414 779 3 11
# 47.6133 2327 9 23
# 48.1172 2377 9 73
# 52.5639 2318 9 14
# 52.6119 2317 9 13
# 53.1538 2390 9 86
# 55.3879 854 3 86
# 56.2669 2378 9 74
# 58.6726 2391 9 87
# 59.4428 2316 9 12
# 61.5618 2326 9 22
# 61.8928 2388 9 84
# 62.4479 2315 9 11
# 64.537 2313 9 9
# 74.1992 2314 9 10
# 74.628 2312 9 8
# 86.0083 1129 4 105
